,datetime,1,1.1,0.0023,0.0003,100.0,518.67,643.02,1585.29,1398.21,14.62,21.61,553.90,2388.04,9050.17,1.30,47.20,521.72,2388.03,8125.55,8.4052,0.03,392,2388,100.00,38.86,23.3735,hours,datetime_diff,1_diff,1.1_diff,0.0023_diff,0.0003_diff,0.0003_diff2,100.0_diff,518.67_diff,643.02_diff,1585.29_diff,1398.21_diff,14.62_diff,21.61_diff,553.90_diff,2388.04_diff,2388.04_diff2,9050.17_diff,1.30_diff,47.20_diff,47.20_diff2,521.72_diff,2388.03_diff,8125.55_diff,8.4052_diff,0.03_diff,392_diff,2388_diff,100.00_diff,38.86_diff,23.3735_diff
0,2023-01-01 02:00:00,1,2,-0.0027,-0.0003,100.0,518.67,641.71,1588.45,1395.42,14.62,21.61,554.85,2388.01,9054.42,1.3,47.5,522.16,2388.06,8139.62,8.3803,0.03,393,2388,100.0,39.02,23.3916,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-01-01 03:00:00,1,3,0.0003,0.0001,100.0,518.67,642.46,1586.94,1401.34,14.62,21.61,554.11,2388.05,9056.96,1.3,47.5,521.97,2388.03,8130.1,8.4441,0.03,393,2388,100.0,39.08,23.4166,2,0 days 01:00:00,0.0,1.0,0.003,0.00039999999999999996,,0.0,0.0,0.75,-1.509999999999991,5.919999999999845,0.0,0.0,-0.7400000000000091,0.03999999999996362,,2.539999999999054,0.0,0.0,,-0.18999999999994088,-0.02999999999974534,-9.519999999999527,0.06380000000000052,0.0,0.0,0.0,0.0,0.05999999999999517,0.02499999999999858
2,2023-01-01 04:00:00,1,4,0.0042,0.0,100.0,518.67,642.44,1584.12,1406.42,14.62,21.61,554.07,2388.03,9045.29,1.3,47.28,521.38,2388.05,8132.9,8.3917,0.03,391,2388,100.0,39.0,23.3737,3,0 days 01:00:00,0.0,1.0,0.0039,-0.0001,-0.0005,0.0,0.0,-0.01999999999998181,-2.8200000000001637,5.080000000000155,0.0,0.0,-0.03999999999996362,-0.01999999999998181,-0.05999999999994543,-11.669999999998254,0.0,-0.21999999999999886,-0.21999999999999886,-0.5900000000000318,0.01999999999998181,2.7999999999992724,-0.052400000000000446,0.0,-2.0,0.0,0.0,-0.0799999999999983,-0.042899999999999494
3,2023-01-01 05:00:00,1,5,0.0014,0.0,100.0,518.67,642.51,1587.19,1401.92,14.62,21.61,554.16,2388.01,9044.55,1.3,47.31,522.15,2388.03,8129.54,8.4031,0.03,390,2388,100.0,38.99,23.413,4,0 days 01:00:00,0.0,1.0,-0.0027999999999999995,0.0,0.0001,0.0,0.0,0.06999999999993634,3.0700000000001637,-4.5,0.0,0.0,0.08999999999991815,-0.01999999999998181,0.0,-0.7400000000016007,0.0,0.030000000000001137,0.25,0.7699999999999818,-0.01999999999998181,-3.3599999999996726,0.011400000000000077,0.0,-1.0,0.0,0.0,-0.00999999999999801,0.03930000000000078
4,2023-01-01 06:00:00,1,6,0.0012,0.0003,100.0,518.67,642.11,1579.12,1395.13,14.62,21.61,554.22,2388.0,9050.96,1.3,47.26,521.92,2388.08,8127.46,8.4238,0.03,392,2388,100.0,38.91,23.3467,5,0 days 01:00:00,0.0,1.0,-0.0002000000000000001,0.0003,0.0003,0.0,0.0,-0.39999999999997726,-8.070000000000164,-6.789999999999964,0.0,0.0,0.06000000000005912,-0.010000000000218279,0.009999999999763531,6.4099999999998545,0.0,-0.05000000000000426,-0.0800000000000054,-0.2300000000000182,0.04999999999972715,-2.0799999999999272,0.02069999999999972,0.0,2.0,0.0,0.0,-0.0800000000000054,-0.0663000000000018
5,2023-01-01 07:00:00,1,7,-0.0,0.0002,100.0,518.67,642.11,1583.34,1404.84,14.62,21.61,553.89,2388.05,9051.39,1.3,47.31,522.01,2388.06,8134.97,8.3914,0.03,391,2388,100.0,38.85,23.3952,6,0 days 01:00:00,0.0,1.0,-0.0012,-9.999999999999996e-05,-0.00039999999999999996,0.0,0.0,0.0,4.220000000000027,9.709999999999809,0.0,0.0,-0.3300000000000409,0.0500000000001819,0.06000000000040018,0.43000000000029104,0.0,0.05000000000000426,0.10000000000000853,0.09000000000003183,-0.01999999999998181,7.510000000000218,-0.032399999999999096,0.0,-1.0,0.0,0.0,-0.05999999999999517,0.048500000000000654
6,2023-01-01 08:00:00,1,8,0.0006,-0.0,100.0,518.67,642.54,1580.89,1400.89,14.62,21.61,553.59,2388.05,9052.86,1.3,47.21,522.09,2388.06,8125.93,8.4213,0.03,393,2388,100.0,39.05,23.3224,7,0 days 01:00:00,0.0,1.0,0.0006,-0.0002,-0.00010000000000000005,0.0,0.0,0.42999999999995,-2.449999999999818,-3.949999999999818,0.0,0.0,-0.2999999999999545,0.0,-0.0500000000001819,1.4700000000011642,0.0,-0.10000000000000142,-0.15000000000000568,0.08000000000004093,0.0,-9.039999999999964,0.029899999999999594,0.0,2.0,0.0,0.0,0.19999999999999574,-0.07280000000000086
7,2023-01-01 09:00:00,1,9,-0.0036,0.0,100.0,518.67,641.88,1593.29,1412.28,14.62,21.61,554.49,2388.06,9048.55,1.3,47.37,522.03,2388.05,8134.15,8.4353,0.03,391,2388,100.0,39.1,23.4521,8,0 days 01:00:00,0.0,1.0,-0.0042,0.0,0.0002,0.0,0.0,-0.6599999999999682,12.399999999999864,11.389999999999873,0.0,0.0,0.8999999999999773,0.009999999999763531,0.009999999999763531,-4.31000000000131,0.0,0.1599999999999966,0.259999999999998,-0.06000000000005912,-0.009999999999763531,8.219999999999345,0.013999999999999346,0.0,-2.0,0.0,0.0,0.05000000000000426,0.12970000000000326
8,2023-01-01 10:00:00,1,10,-0.0025,-0.0001,100.0,518.67,642.07,1585.25,1398.64,14.62,21.61,554.28,2388.04,9051.95,1.3,47.14,522.0,2388.06,8134.08,8.4093,0.03,391,2388,100.0,38.87,23.382,9,0 days 01:00:00,0.0,1.0,0.0010999999999999998,-0.0001,-0.0001,0.0,0.0,0.19000000000005457,-8.039999999999964,-13.639999999999873,0.0,0.0,-0.21000000000003638,-0.01999999999998181,-0.02999999999974534,3.400000000001455,0.0,-0.22999999999999687,-0.38999999999999346,-0.029999999999972715,0.009999999999763531,-0.06999999999970896,-0.0259999999999998,0.0,0.0,0.0,0.0,-0.23000000000000398,-0.07010000000000005
9,2023-01-01 11:00:00,1,11,0.0007,-0.0004,100.0,518.67,642.04,1581.03,1403.83,14.62,21.61,554.69,2388.04,9051.67,1.3,47.23,521.95,2388.06,8132.38,8.3919,0.03,391,2388,100.0,39.06,23.3609,10,0 days 01:00:00,0.0,1.0,0.0032,-0.00030000000000000003,-0.00020000000000000004,0.0,0.0,-0.030000000000086402,-4.220000000000027,5.189999999999827,0.0,0.0,0.41000000000008185,0.0,0.01999999999998181,-0.28000000000065484,0.0,0.0899999999999963,0.3199999999999932,-0.049999999999954525,0.0,-1.699999999999818,-0.017400000000000304,0.0,0.0,0.0,0.0,0.19000000000000483,-0.021100000000000563
10,2023-01-01 12:00:00,1,12,0.0026,0.0003,100.0,518.67,642.54,1587.43,1397.82,14.62,21.61,554.35,2388.02,9050.02,1.3,47.27,522.01,2388.06,8132.33,8.3984,0.03,391,2388,100.0,39.11,23.3845,11,0 days 01:00:00,0.0,1.0,0.0018999999999999998,0.0007,0.001,0.0,0.0,0.5,6.400000000000091,-6.009999999999991,0.0,0.0,-0.34000000000003183,-0.01999999999998181,-0.01999999999998181,-1.6499999999996362,0.0,0.04000000000000625,-0.04999999999999005,0.05999999999994543,0.0,-0.0500000000001819,0.0065000000000008384,0.0,0.0,0.0,0.0,0.04999999999999716,0.02359999999999829
11,2023-01-01 13:00:00,1,13,-0.0056,0.0003,100.0,518.67,641.94,1589.09,1403.94,14.62,21.61,554.04,2388.02,9045.67,1.3,47.35,522.37,2388.03,8131.12,8.4166,0.03,392,2388,100.0,39.08,23.3677,12,0 days 01:00:00,0.0,1.0,-0.008199999999999999,0.0,-0.0007,0.0,0.0,-0.599999999999909,1.6599999999998545,6.120000000000118,0.0,0.0,-0.3100000000000591,0.0,0.01999999999998181,-4.350000000000364,0.0,0.0799999999999983,0.03999999999999204,0.36000000000001364,-0.02999999999974534,-1.2100000000000364,0.018200000000000216,0.0,1.0,0.0,0.0,-0.030000000000001137,-0.016799999999999926
12,2023-01-01 14:00:00,1,14,0.0017,-0.0004,100.0,518.67,642.23,1583.16,1402.88,14.62,21.61,554.66,2388.03,9045.3,1.3,47.24,521.95,2388.06,8130.3,8.4293,0.03,392,2388,100.0,39.03,23.4572,13,0 days 01:00:00,0.0,1.0,0.0073,-0.0007,-0.0007,0.0,0.0,0.2899999999999636,-5.929999999999836,-1.0599999999999454,0.0,0.0,0.6200000000000045,0.010000000000218279,0.010000000000218279,-0.37000000000080036,0.0,-0.10999999999999943,-0.18999999999999773,-0.4199999999999591,0.02999999999974534,-0.819999999999709,0.012699999999998823,0.0,0.0,0.0,0.0,-0.04999999999999716,0.08950000000000102
13,2023-01-01 15:00:00,1,15,-0.0003,-0.0003,100.0,518.67,642.5,1584.81,1398.79,14.62,21.61,554.15,2388.0,9052.59,1.3,47.35,521.38,2388.0,8133.62,8.4163,0.03,392,2388,100.0,39.04,23.3672,14,0 days 01:00:00,0.0,1.0,-0.002,0.00010000000000000005,0.0008,0.0,0.0,0.2699999999999818,1.6499999999998636,-4.0900000000001455,0.0,0.0,-0.5099999999999909,-0.03000000000020009,-0.04000000000041837,7.290000000000873,0.0,0.10999999999999943,0.21999999999999886,-0.57000000000005,-0.05999999999994543,3.319999999999709,-0.0129999999999999,0.0,0.0,0.0,0.0,0.00999999999999801,-0.08999999999999986
14,2023-01-01 16:00:00,1,16,-0.0018,0.0003,100.0,518.67,642.32,1584.51,1407.76,14.62,21.61,553.82,2388.1,9041.94,1.3,47.39,522.16,2388.1,8133.83,8.43,0.03,390,2388,100.0,38.87,23.3484,15,0 days 01:00:00,0.0,1.0,-0.0015,0.0006,0.0004999999999999999,0.0,0.0,-0.17999999999994998,-0.2999999999999545,8.970000000000027,0.0,0.0,-0.32999999999992724,0.09999999999990905,0.13000000000010914,-10.649999999999636,0.0,0.03999999999999915,-0.07000000000000028,0.7799999999999727,0.09999999999990905,0.21000000000003638,0.013700000000000045,0.0,-2.0,0.0,0.0,-0.1700000000000017,-0.018799999999998818
15,2023-01-01 17:00:00,1,17,0.0014,0.0002,100.0,518.67,642.19,1582.7,1404.12,14.62,21.61,554.42,2388.06,9045.85,1.3,47.27,522.09,2388.02,8126.78,8.4577,0.03,391,2388,100.0,39.09,23.3409,16,0 days 01:00:00,0.0,1.0,0.0031999999999999997,-9.999999999999996e-05,-0.0006999999999999999,0.0,0.0,-0.12999999999999545,-1.8099999999999454,-3.6400000000001,0.0,0.0,0.599999999999909,-0.03999999999996362,-0.13999999999987267,3.9099999999998545,0.0,-0.11999999999999744,-0.1599999999999966,-0.06999999999993634,-0.07999999999992724,-7.050000000000182,0.027700000000001168,0.0,1.0,0.0,0.0,0.22000000000000597,-0.007500000000000284
16,2023-01-01 18:00:00,1,18,0.0035,0.0001,100.0,518.67,642.59,1586.53,1403.69,14.62,21.61,553.5,2388.04,9048.12,1.3,47.44,522.14,2388.06,8133.22,8.4323,0.03,391,2388,100.0,38.96,23.4481,17,0 days 01:00:00,0.0,1.0,0.0021000000000000003,-0.0001,-4.0657581468206416e-20,0.0,0.0,0.39999999999997726,3.8299999999999272,-0.4299999999998363,0.0,0.0,-0.9199999999999591,-0.01999999999998181,0.01999999999998181,2.2700000000004366,0.0,0.1699999999999946,0.28999999999999204,0.049999999999954525,0.03999999999996362,6.440000000000509,-0.0254000000000012,0.0,0.0,0.0,0.0,-0.13000000000000256,0.10719999999999885
17,2023-01-01 19:00:00,1,19,0.0029,0.0001,100.0,518.67,642.43,1585.58,1402.3,14.62,21.61,553.87,2388.01,9046.9,1.3,47.25,522.06,2388.01,8129.31,8.3892,0.03,391,2388,100.0,39.06,23.3809,18,0 days 01:00:00,0.0,1.0,-0.0006000000000000003,0.0,0.0001,0.0,0.0,-0.16000000000008185,-0.9500000000000455,-1.3900000000001,0.0,0.0,0.37000000000000455,-0.02999999999974534,-0.009999999999763531,-1.2200000000011642,0.0,-0.18999999999999773,-0.3599999999999923,-0.08000000000004093,-0.04999999999972715,-3.9099999999998545,-0.04309999999999903,0.0,0.0,0.0,0.0,0.10000000000000142,-0.0671999999999997
18,2023-01-01 20:00:00,1,20,0.0011,-0.0001,100.0,518.67,642.61,1587.78,1400.7,14.62,21.61,554.31,2388.05,9041.12,1.3,47.46,522.28,2388.05,8128.59,8.4099,0.03,392,2388,100.0,39.0,23.3325,19,0 days 01:00:00,0.0,1.0,-0.0017999999999999997,-0.0002,-0.0002,0.0,0.0,0.18000000000006366,2.2000000000000455,-1.599999999999909,0.0,0.0,0.4399999999999409,0.03999999999996362,0.06999999999970896,-5.779999999998836,0.0,0.21000000000000085,0.3999999999999986,0.22000000000002728,0.03999999999996362,-0.7200000000002547,0.02069999999999972,0.0,1.0,0.0,0.0,-0.060000000000002274,-0.04840000000000089
19,2023-01-01 21:00:00,1,21,0.0038,-0.0002,100.0,518.67,642.7,1583.3,1399.2,14.62,21.61,554.42,2388.05,9053.73,1.3,47.36,522.05,2388.11,8126.86,8.4174,0.03,392,2388,100.0,38.96,23.4025,20,0 days 01:00:00,0.0,1.0,0.0027,-0.0001,0.0001,0.0,0.0,0.09000000000003183,-4.480000000000018,-1.5,0.0,0.0,0.11000000000001364,0.0,-0.03999999999996362,12.609999999998763,0.0,-0.10000000000000142,-0.3100000000000023,-0.2300000000000182,0.05999999999994543,-1.730000000000473,0.007500000000000284,0.0,0.0,0.0,0.0,-0.03999999999999915,0.07000000000000028
20,2023-01-01 22:00:00,1,22,0.0012,0.0001,100.0,518.67,642.45,1582.78,1404.06,14.62,21.61,553.43,2388.0,9046.45,1.3,47.26,521.41,2388.04,8128.89,8.4557,0.03,392,2388,100.0,38.94,23.377,21,0 days 01:00:00,0.0,1.0,-0.0026,0.00030000000000000003,0.0004,0.0,0.0,-0.25,-0.5199999999999818,4.8599999999999,0.0,0.0,-0.9900000000000091,-0.0500000000001819,-0.0500000000001819,-7.279999999998836,0.0,-0.10000000000000142,0.0,-0.6399999999999864,-0.07000000000016371,2.030000000000655,0.03829999999999956,0.0,0.0,0.0,0.0,-0.020000000000003126,-0.025500000000000966
21,2023-01-01 23:00:00,1,23,0.0009,-0.0,100.0,518.67,642.12,1587.51,1395.09,14.62,21.61,555.07,2388.04,9052.06,1.3,47.19,522.0,2388.06,8130.97,8.4116,0.03,393,2388,100.0,39.1,23.3186,22,0 days 01:00:00,0.0,1.0,-0.0002999999999999999,-0.0001,-0.0004,0.0,0.0,-0.3300000000000409,4.730000000000018,-8.970000000000027,0.0,0.0,1.6400000000001,0.03999999999996362,0.09000000000014552,5.609999999998763,0.0,-0.07000000000000028,0.030000000000001137,0.5900000000000318,0.01999999999998181,2.0799999999999272,-0.04410000000000025,0.0,1.0,0.0,0.0,0.1600000000000037,-0.0583999999999989
22,2023-01-02 00:00:00,1,24,-0.0006,-0.0001,100.0,518.67,642.32,1594.29,1400.15,14.62,21.61,553.27,2388.07,9043.32,1.3,47.29,522.06,2388.12,8130.7,8.4074,0.03,393,2388,100.0,38.94,23.3971,23,0 days 01:00:00,0.0,1.0,-0.0015,-0.0001,0.0,0.0,0.0,0.20000000000004547,6.779999999999973,5.060000000000173,0.0,0.0,-1.8000000000000682,0.03000000000020009,-0.009999999999763531,-8.739999999999782,0.0,0.10000000000000142,0.1700000000000017,0.05999999999994543,0.05999999999994543,-0.27000000000043656,-0.004199999999999093,0.0,0.0,0.0,0.0,-0.1600000000000037,0.07849999999999824
23,2023-01-02 01:00:00,1,25,0.0028,-0.0003,100.0,518.67,642.25,1582.43,1400.23,14.62,21.61,553.76,2388.11,9043.8,1.3,47.37,522.26,2388.08,8128.65,8.4007,0.03,393,2388,100.0,38.96,23.3785,24,0 days 01:00:00,0.0,1.0,0.0034,-0.00019999999999999998,-9.999999999999998e-05,0.0,0.0,-0.07000000000005002,-11.8599999999999,0.07999999999992724,0.0,0.0,0.4900000000000091,0.03999999999996362,0.009999999999763531,0.47999999999956344,0.0,0.0799999999999983,-0.020000000000003126,0.20000000000004547,-0.03999999999996362,-2.050000000000182,-0.006700000000000372,0.0,0.0,0.0,0.0,0.020000000000003126,-0.018599999999999284
24,2023-01-02 02:00:00,1,26,0.0047,-0.0005,100.0,518.67,642.48,1583.28,1408.07,14.62,21.61,554.59,2388.08,9053.43,1.3,47.33,521.95,2388.07,8129.12,8.3949,0.03,391,2388,100.0,38.77,23.3557,25,0 days 01:00:00,0.0,1.0,0.0019000000000000002,-0.00020000000000000004,-5.421010862427522e-20,0.0,0.0,0.2300000000000182,0.849999999999909,7.839999999999918,0.0,0.0,0.8300000000000409,-0.03000000000020009,-0.07000000000016371,9.630000000001019,0.0,-0.03999999999999915,-0.11999999999999744,-0.30999999999994543,-0.009999999999763531,0.47000000000025466,-0.0058000000000006935,0.0,-2.0,0.0,0.0,-0.18999999999999773,-0.022800000000000153
25,2023-01-02 03:00:00,1,27,-0.0007,0.0001,100.0,518.67,642.08,1586.65,1400.31,14.62,21.61,554.35,2388.09,9046.1,1.3,47.34,521.82,2388.02,8127.24,8.4494,0.03,392,2388,100.0,38.87,23.3931,26,0 days 01:00:00,0.0,1.0,-0.0054,0.0006000000000000001,0.0008000000000000001,0.0,0.0,-0.39999999999997726,3.3700000000001182,-7.759999999999991,0.0,0.0,-0.2400000000000091,0.010000000000218279,0.04000000000041837,-7.329999999999927,0.0,0.010000000000005116,0.05000000000000426,-0.12999999999999545,-0.0500000000001819,-1.8800000000001091,0.05450000000000088,0.0,1.0,0.0,0.0,0.09999999999999432,0.037400000000001654
26,2023-01-02 04:00:00,1,28,0.0022,0.0005,100.0,518.67,641.93,1594.25,1401.29,14.62,21.61,553.56,2388.07,9055.56,1.3,47.05,521.84,2388.07,8134.89,8.447,0.03,392,2388,100.0,38.83,23.3502,27,0 days 01:00:00,0.0,1.0,0.0029000000000000002,0.0004,-0.00020000000000000004,0.0,0.0,-0.15000000000009095,7.599999999999909,0.9800000000000182,0.0,0.0,-0.7900000000000773,-0.01999999999998181,-0.03000000000020009,9.459999999999127,0.0,-0.29000000000000625,-0.30000000000001137,0.01999999999998181,0.0500000000001819,7.650000000000546,-0.002400000000001512,0.0,0.0,0.0,0.0,-0.03999999999999915,-0.042899999999999494
27,2023-01-02 05:00:00,1,29,0.0014,0.0001,100.0,518.67,641.95,1587.15,1398.11,14.62,21.61,554.15,2388.08,9046.11,1.3,47.42,522.39,2388.07,8133.13,8.4212,0.03,392,2388,100.0,39.02,23.3621,28,0 days 01:00:00,0.0,1.0,-0.0008000000000000001,-0.0004,-0.0008,0.0,0.0,0.020000000000095497,-7.099999999999909,-3.1800000000000637,0.0,0.0,0.5900000000000318,0.009999999999763531,0.02999999999974534,-9.449999999998909,0.0,0.37000000000000455,0.6600000000000108,0.5499999999999545,0.0,-1.7600000000002183,-0.02579999999999849,0.0,0.0,0.0,0.0,0.19000000000000483,0.011900000000000688
28,2023-01-02 06:00:00,1,30,-0.0025,0.0004,100.0,518.67,642.79,1585.72,1400.97,14.62,21.61,554.1,2388.09,9047.45,1.3,47.4,521.78,2388.1,8134.79,8.411,0.03,391,2388,100.0,39.09,23.4069,29,0 days 01:00:00,0.0,1.0,-0.0039,0.00030000000000000003,0.0007000000000000001,0.0,0.0,0.8399999999999181,-1.4300000000000637,2.8600000000001273,0.0,0.0,-0.049999999999954525,0.010000000000218279,4.547473508864641e-13,1.3400000000001455,0.0,-0.020000000000003126,-0.3900000000000077,-0.6100000000000136,0.02999999999974534,1.6599999999998545,-0.010200000000001097,0.0,-1.0,0.0,0.0,0.07000000000000028,0.04479999999999862
29,2023-01-02 07:00:00,1,31,-0.0006,0.0004,100.0,518.67,642.58,1581.22,1398.91,14.62,21.61,554.42,2388.08,9056.4,1.3,47.23,521.79,2388.06,8130.11,8.4024,0.03,393,2388,100.0,38.81,23.3552,30,0 days 01:00:00,0.0,1.0,0.0019000000000000002,0.0,-0.00030000000000000003,0.0,0.0,-0.2099999999999227,-4.5,-2.0599999999999454,0.0,0.0,0.31999999999993634,-0.010000000000218279,-0.020000000000436557,8.949999999998909,0.0,-0.1700000000000017,-0.14999999999999858,0.009999999999990905,-0.03999999999996362,-4.680000000000291,-0.008599999999999497,0.0,2.0,0.0,0.0,-0.28000000000000114,-0.0517000000000003
